DATASET_GRADIENT

SEPARATOR TAB
DATASET_LABEL	PC1
COLOR	#ff0000


#COLOR_MIN	#0000ff
#COLOR_MAX	#ff0000

DATA
Gavia_immer	2.580626656339073
Triturus_dobrogicus	-0.501642118266907
Dromaius_novaehollandiae	3.638943565130024
Anaxyrus_boreas	-0.5920948048930846
Hippocampus_whitei	-0.6563177632787498
Plectroglyphidodon_dickii	-1.172617671225164
Rhinogobius_brunneus	-1.7582971620562955
Platycephalus_richardsoni	-0.2590469969504692
Pimephales_vigilax	-1.5184087409121576
Heterandria_formosa	-2.227884352557921
Oryzias_latipes	-2.00397835227598
Cololabis_saira	-0.6732670602892517
Caranx_melampygus	0.1590802214091485
Flavocaranx_bajad	-0.1119171584781501
Pegusa_lascaris	-0.9566490924949238
Gymnotus_carapo	0.2367469490386442
Natrix_natrix	2.400934467864483
Cariama_cristata	2.6963950994048083
Anodontostoma_chacunda	-1.3680674911151085
Variola_louti	0.5740680666589205
Apteryx_mantelli	3.2281160337313337
Cynoglossus_joyneri	-1.2086621002444282
Eurycea_bislineata	-0.775391328345561
Pellona_ditchela	-1.4340713615343788
Anchoa_mitchilli	-1.898068904887089
Cuculus_canorus	0.917983899972312
Etheostoma_tetrazonum	-1.234715805688109
Alestes_baremoze	-0.6936671036688419
Pterodoras_granulosus	0.090512247013739
Ablennes_hians	0.4270372195149793
Etropus_crossotus	-1.5479718288072075
Labeo_senegalensis	-0.3277793910499368
Triturus_cristatus	-0.1031973077861661
Rhinogobiops_nicholsii	-1.5369854525283155
Symphurus_plagiusa	-1.5824288661540515
Crocodylus_niloticus	4.591922381880784
Hemidactylus_turcicus	-0.0767386110580879
Carcharodon_carcharias	5.99152825984089
Scomberomorus_queenslandicus	0.1754967557428614
Cyclopsetta_chittendeni	-0.5654581919560275
Trachurus_lathami	-0.0351933764416379
Lepidorhombus_boscii	-0.1714190113162179
Liparis_pulchellus	-0.5300770493285264
Boltenia_echinata	-1.2316083502321216
Chaenodraco_wilsoni	1.0566397208509974
Sceloporus_undulatus	0.1836113488051765
Epidalea_calamita	-0.580953684682918
Oligosarcus_hepsetus	-0.9638056908243764
Pleurogrammus_monopterygius	1.2609009585941922
Siganus_guttatus	-0.9441897282969192
Holacanthus_passer	0.2922489474187345
Oregonichthys_crameri	-1.4021330721910308
Ameiurus_nebulosus	0.440337142594722
Chloroscombrus_chrysurus	0.0276517404636907
Sarda_sarda	-0.2156005801932964
Apus_apus	0.9785808997109924
Lepidorhombus_whiffiagonis	0.0624443770013174
Pristipomoides_sieboldii	0.519743175176366
Parargyrops_edita	-0.5327988372914707
Xiphophorus_maculatus	-1.0433343746919514
